Pos_x,Dir_x,Team_x,P,W_x,D_x,L_x,GF_x,GA_x,DIFF_x,Points_x,Season,TEAM_x,HOMECODE,AWAYCODE_x,TC_x,AWAYCODE_y,TIMEr_x,HTR_x,FTR_x,HT_home_goals_x,HT_away_goals_x,FT_home_goals_x,FT_away_goals_x,Sum_Goals_x,HT_Results_1_0_2_x,FT_Results_1_0_2_x,Under_Over_1.5_x,Under_Over_2.5_x,Under_Over_3.5_x,Pos_y,Dir_y,Team_y,W_y,D_y,L_y,GF_y,GA_y,DIFF_y,Points_y,TEAM_y,HOMECODE_x,AWAYCODE,TC_y,HOMECODE_y,TIMEr_y,HTR_y,FTR_y,HT_home_goals_y,HT_away_goals_y,FT_home_goals_y,FT_away_goals_y,Sum_Goals_y,HT_Results_1_0_2_y,FT_Results_1_0_2_y,Under_Over_1.5_y,Under_Over_2.5_y,Under_Over_3.5_y
8,-1,VFL Oslo,7,1,5,1,12,14,-2,8,Season 58799,OSLO,6,6,OSLO PARIS,8,02:25,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,12,1,VFL Paris,2,0,5,5,8,-3,6,PARIS,8,8,OSLO PARIS,6,02:25,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
9,-1,VFL Berlin,7,2,2,3,10,13,-3,8,Season 58799,BERLIN,3,3,BERLIN COPENHAGEN,12,02:25,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,5,1,VFL Copenhagen,3,2,2,6,6,0,11,COPENHAGEN,12,12,BERLIN COPENHAGEN,3,02:25,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
10,1,VFL Edinburgh,7,2,2,3,6,10,-4,8,Season 58799,EDINBURGH,15,15,EDINBURGH BERN,16,02:25,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0,16,0,VFL Bern,0,3,4,4,12,-8,3,BERN,16,16,EDINBURGH BERN,15,02:25,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0
11,0,VFL Vienna,7,1,4,2,8,11,-3,7,Season 58799,VIENNA,13,13,VIENNA LONDON,4,02:25,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1,7,0,VFL London,2,3,2,10,10,0,9,LONDON,4,4,VIENNA LONDON,13,02:25,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1
13,1,VFL Lisbon,7,1,3,3,3,7,-4,6,Season 58799,LISBON,7,7,LISBON ATHENS,10,02:25,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,4,-1,VFL Athens,4,1,2,11,8,3,13,ATHENS,10,10,LISBON ATHENS,7,02:25,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
2,0,VFL Amsterdam,8,7,0,1,19,6,13,21,Season 58799,AMSTERDAM,2,2,AMSTERDAM LISBON,7,02:29,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,14,1,VFL Lisbon,1,3,4,4,9,-5,6,LISBON,7,7,AMSTERDAM LISBON,2,02:29,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
4,0,VFL Athens,8,4,1,3,11,10,1,13,Season 58799,ATHENS,10,10,ATHENS MADRID,1,02:29,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0,1,0,VFL Madrid,8,0,0,21,3,18,24,MADRID,1,1,ATHENS MADRID,10,02:29,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0
6,-1,VFL London,8,3,3,2,13,11,2,12,Season 58799,LONDON,4,4,LONDON EDINBURGH,15,02:29,1:0,3:1,1,  0,3,  1,4.0,1,1,1,1,1,11,1,VFL Edinburgh,2,2,4,7,13,-6,8,EDINBURGH,15,15,LONDON EDINBURGH,4,02:29,1:0,3:1,1,  0,3,  1,4.0,1,1,1,1,1
8,1,VFL Copenhagen,8,3,2,3,6,8,-2,11,Season 58799,COPENHAGEN,12,12,COPENHAGEN ANKARA,14,02:29,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,5,-1,VFL Ankara,4,1,3,10,9,1,13,ANKARA,14,14,COPENHAGEN ANKARA,12,02:29,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
9,-1,VFL Paris,8,3,0,5,8,8,0,9,Season 58799,PARIS,8,8,PARIS BRUSSELS,9,02:29,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0,3,0,VFL Brussels,5,1,2,16,9,7,16,BRUSSELS,9,9,PARIS BRUSSELS,8,02:29,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0
13,-1,VFL Rome,8,1,3,4,7,9,-2,6,Season 58799,ROME,5,5,ROME VIENNA,13,02:29,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,12,1,VFL Vienna,1,4,3,8,14,-6,7,VIENNA,13,13,ROME VIENNA,5,02:29,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
15,-1,VFL Bern,8,1,3,4,6,12,-6,6,Season 58799,BERN,16,16,BERN BERLIN,3,02:29,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,10,1,VFL Berlin,2,2,4,10,15,-5,8,BERLIN,3,3,BERN BERLIN,16,02:29,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
16,1,VFL Stockholm,8,1,2,5,8,17,-9,5,Season 58799,STOCKHOLM,11,11,STOCKHOLM OSLO,6,02:29,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,7,-1,VFL Oslo,2,5,1,13,14,-1,11,OSLO,6,6,STOCKHOLM OSLO,11,02:29,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
1,0,VFL Madrid,9,9,0,0,23,4,19,27,Season 58799,MADRID,1,1,MADRID AMSTERDAM,2,02:34,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0,2,0,VFL Amsterdam,7,0,2,20,8,12,21,AMSTERDAM,2,2,MADRID AMSTERDAM,1,02:34,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0
3,0,VFL Brussels,9,5,1,3,16,12,4,16,Season 58799,BRUSSELS,9,9,BRUSSELS STOCKHOLM,11,02:34,0:0,0:3,0,  0,0,  3,3.0,0,2,1,1,0,14,-1,VFL Stockholm,2,2,5,11,17,-6,8,STOCKHOLM,11,11,BRUSSELS STOCKHOLM,9,02:34,0:0,0:3,0,  0,0,  3,3.0,0,2,1,1,0
7,0,VFL Oslo,9,2,6,1,15,16,-1,12,Season 58799,OSLO,6,6,OSLO ANKARA,14,02:34,0:2,2:2,0,  2,2,  2,4.0,2,0,1,1,1,5,0,VFL Ankara,4,2,3,12,11,1,14,ANKARA,14,14,OSLO ANKARA,6,02:34,0:2,2:2,0,  2,2,  2,4.0,2,0,1,1,1
8,-1,VFL Berlin,9,3,2,4,12,15,-3,11,Season 58799,BERLIN,3,3,BERLIN LONDON,4,02:34,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,6,0,VFL London,3,3,3,13,13,0,12,LONDON,4,4,BERLIN LONDON,3,02:34,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
11,-1,VFL Lisbon,9,2,3,4,7,9,-2,9,Season 58799,LISBON,7,7,LISBON PARIS,8,02:34,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0,12,1,VFL Paris,3,0,6,8,11,-3,9,PARIS,8,8,LISBON PARIS,7,02:34,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0
13,-1,VFL Bern,9,2,3,4,8,12,-4,9,Season 58799,BERN,16,16,BERN COPENHAGEN,12,02:34,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,9,1,VFL Copenhagen,3,2,4,6,10,-4,11,COPENHAGEN,12,12,BERN COPENHAGEN,16,02:34,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
15,1,VFL Edinburgh,9,2,2,5,7,16,-9,8,Season 58799,EDINBURGH,15,15,EDINBURGH ROME,5,02:34,0:1,0:3,0,  1,0,  3,3.0,2,2,1,1,0,10,-1,VFL Rome,2,3,4,10,9,1,9,ROME,5,5,EDINBURGH ROME,15,02:34,0:1,0:3,0,  1,0,  3,3.0,2,2,1,1,0
16,1,VFL Vienna,9,1,4,4,9,16,-7,7,Season 58799,VIENNA,13,13,VIENNA ATHENS,10,02:34,0:2,1:2,0,  2,1,  2,3.0,2,2,1,1,0,4,0,VFL Athens,5,1,3,13,11,2,16,ATHENS,10,10,VIENNA ATHENS,13,02:34,0:2,1:2,0,  2,1,  2,3.0,2,2,1,1,0
2,0,VFL Amsterdam,10,7,1,2,21,9,12,22,Season 58799,AMSTERDAM,2,2,AMSTERDAM VIENNA,13,02:38,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,14,-1,VFL Vienna,1,5,4,10,17,-7,8,VIENNA,13,13,AMSTERDAM VIENNA,2,02:38,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
3,-1,VFL Athens,10,6,1,3,15,12,3,19,Season 58799,ATHENS,10,10,ATHENS EDINBURGH,15,02:38,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,15,0,VFL Edinburgh,2,2,6,8,18,-10,8,EDINBURGH,15,15,ATHENS EDINBURGH,10,02:38,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
6,0,VFL London,10,4,3,3,14,13,1,15,Season 58799,LONDON,4,4,LONDON BERN,16,02:38,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,12,-1,VFL Bern,2,3,5,8,13,-5,9,BERN,16,16,LONDON BERN,4,02:38,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
7,1,VFL Ankara,10,4,3,3,12,11,1,15,Season 58799,ANKARA,14,14,ANKARA BRUSSELS,9,02:38,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,4,1,VFL Brussels,5,2,3,16,12,4,17,BRUSSELS,9,9,ANKARA BRUSSELS,14,02:38,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
10,1,VFL Copenhagen,10,3,2,5,6,12,-6,11,Season 58799,COPENHAGEN,12,12,COPENHAGEN OSLO,6,02:38,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,5,-1,VFL Oslo,3,6,1,17,16,1,15,OSLO,6,6,COPENHAGEN OSLO,12,02:38,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
11,1,VFL Rome,10,2,3,5,10,10,0,9,Season 58799,ROME,5,5,ROME BERLIN,3,02:38,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,8,0,VFL Berlin,4,2,4,13,15,-2,14,BERLIN,3,3,ROME BERLIN,5,02:38,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
13,1,VFL Paris,10,3,0,7,9,15,-6,9,Season 58799,PARIS,8,8,PARIS MADRID,1,02:38,1:3,1:4,1,  3,1,  4,5.0,2,2,1,1,1,1,0,VFL Madrid,10,0,0,27,5,22,30,MADRID,1,1,PARIS MADRID,8,02:38,1:3,1:4,1,  3,1,  4,5.0,2,2,1,1,1
16,1,VFL Stockholm,10,2,2,6,11,22,-11,8,Season 58799,STOCKHOLM,11,11,STOCKHOLM LISBON,7,02:38,0:3,0:5,0,  3,0,  5,5.0,2,2,1,1,1,9,-1,VFL Lisbon,3,3,4,12,9,3,12,LISBON,7,7,STOCKHOLM LISBON,11,02:38,0:3,0:5,0,  3,0,  5,5.0,2,2,1,1,1
1,0,VFL Madrid,11,11,0,0,31,5,26,33,Season 58799,MADRID,1,1,MADRID STOCKHOLM,11,02:43,3:0,4:0,3,  0,4,  0,4.0,1,1,1,1,1,16,0,VFL Stockholm,2,2,7,11,26,-15,8,STOCKHOLM,11,11,MADRID STOCKHOLM,1,02:43,3:0,4:0,3,  0,4,  0,4.0,1,1,1,1,1
5,-1,VFL London,11,5,3,3,15,13,2,18,Season 58799,LONDON,4,4,LONDON COPENHAGEN,12,02:43,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,13,1,VFL Copenhagen,3,2,6,6,13,-7,11,COPENHAGEN,12,12,LONDON COPENHAGEN,4,02:43,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
6,1,VFL Brussels,11,5,2,4,16,14,2,17,Season 58799,BRUSSELS,9,9,BRUSSELS OSLO,6,02:43,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0,4,-1,VFL Oslo,4,6,1,19,16,3,18,OSLO,6,6,BRUSSELS OSLO,9,02:43,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0
7,-1,VFL Lisbon,11,4,3,4,15,9,6,15,Season 58799,LISBON,7,7,LISBON ANKARA,14,02:43,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,8,1,VFL Ankara,4,3,4,12,14,-2,15,ANKARA,14,14,LISBON ANKARA,7,02:43,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
9,1,VFL Berlin,11,4,2,5,13,17,-4,14,Season 58799,BERLIN,3,3,BERLIN ATHENS,10,02:43,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0,3,0,VFL Athens,7,1,3,17,12,5,22,ATHENS,10,10,BERLIN ATHENS,3,02:43,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0
11,-1,VFL Vienna,11,2,5,4,13,18,-5,11,Season 58799,VIENNA,13,13,VIENNA PARIS,8,02:43,0:1,3:1,0,  1,3,  1,4.0,2,1,1,1,1,15,1,VFL Paris,3,0,8,10,18,-8,9,PARIS,8,8,VIENNA PARIS,13,02:43,0:1,3:1,0,  1,3,  1,4.0,2,1,1,1,1
12,-1,VFL Edinburgh,11,3,2,6,12,19,-7,11,Season 58799,EDINBURGH,15,15,EDINBURGH AMSTERDAM,2,02:43,2:0,4:1,2,  0,4,  1,5.0,1,1,1,1,1,2,0,VFL Amsterdam,7,1,3,22,13,9,22,AMSTERDAM,2,2,EDINBURGH AMSTERDAM,15,02:43,2:0,4:1,2,  0,4,  1,5.0,1,1,1,1,1
14,1,VFL Bern,11,2,3,6,8,14,-6,9,Season 58799,BERN,16,16,BERN ROME,5,02:43,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,10,-1,VFL Rome,3,3,5,11,10,1,12,ROME,5,5,BERN ROME,16,02:43,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
2,-1,VFL Athens,12,8,1,3,19,12,7,25,Season 58799,ATHENS,10,10,ATHENS BERN,16,02:47,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,16,1,VFL Bern,2,3,7,8,16,-8,9,BERN,16,16,ATHENS BERN,10,02:47,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
3,1,VFL Amsterdam,12,7,1,4,22,15,7,22,Season 58799,AMSTERDAM,2,2,AMSTERDAM BERLIN,3,02:47,0:0,0:2,0,  0,0,  2,2.0,0,2,1,0,0,8,-1,VFL Berlin,5,2,5,15,17,-2,17,BERLIN,3,3,AMSTERDAM BERLIN,2,02:47,0:0,0:2,0,  0,0,  2,2.0,0,2,1,0,0
5,1,VFL Oslo,12,4,6,2,20,19,1,18,Season 58799,OSLO,6,6,OSLO LISBON,7,02:47,0:1,1:3,0,  1,1,  3,4.0,2,2,1,1,1,4,-1,VFL Lisbon,5,3,4,18,10,8,18,LISBON,7,7,OSLO LISBON,6,02:47,0:1,1:3,0,  1,1,  3,4.0,2,2,1,1,1
9,-1,VFL Rome,12,4,3,5,13,10,3,15,Season 58799,ROME,5,5,ROME LONDON,4,02:47,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,6,1,VFL London,5,3,4,15,15,0,18,LONDON,4,4,ROME LONDON,5,02:47,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
10,1,VFL Ankara,12,4,3,5,13,16,-3,15,Season 58799,ANKARA,14,14,ANKARA MADRID,1,02:47,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0,1,0,VFL Madrid,12,0,0,33,6,27,36,MADRID,1,1,ANKARA MADRID,14,02:47,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0
11,-1,VFL Copenhagen,12,4,2,6,7,13,-6,14,Season 58799,COPENHAGEN,12,12,COPENHAGEN BRUSSELS,9,02:47,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,7,1,VFL Brussels,5,2,5,16,15,1,17,BRUSSELS,9,9,COPENHAGEN BRUSSELS,12,02:47,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
12,-1,VFL Paris,12,4,0,8,12,18,-6,12,Season 58799,PARIS,8,8,PARIS EDINBURGH,15,02:47,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,14,1,VFL Edinburgh,3,2,7,12,21,-9,11,EDINBURGH,15,15,PARIS EDINBURGH,8,02:47,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
15,-1,VFL Stockholm,12,3,2,7,12,26,-14,11,Season 58799,STOCKHOLM,11,11,STOCKHOLM VIENNA,13,02:47,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,13,1,VFL Vienna,2,5,5,13,19,-6,11,VIENNA,13,13,STOCKHOLM VIENNA,11,02:47,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
1,0,VFL Madrid,13,13,0,0,35,6,29,39,Season 58799,MADRID,1,1,MADRID OSLO,6,02:52,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0,8,1,VFL Oslo,4,6,3,20,21,-1,18,OSLO,6,6,MADRID OSLO,1,02:52,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0
4,-1,VFL London,13,6,3,4,17,15,2,21,Season 58799,LONDON,4,4,LONDON ATHENS,10,02:52,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,3,1,VFL Athens,8,1,4,19,14,5,25,ATHENS,10,10,LONDON ATHENS,4,02:52,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
6,-1,VFL Berlin,13,6,2,5,19,17,2,20,Season 58799,BERLIN,3,3,BERLIN PARIS,8,02:52,1:0,4:0,1,  0,4,  0,4.0,1,1,1,1,1,14,1,VFL Paris,4,0,9,12,22,-10,12,PARIS,8,8,BERLIN PARIS,3,02:52,1:0,4:0,1,  0,4,  0,4.0,1,1,1,1,1
7,1,VFL Lisbon,13,5,3,5,19,14,5,18,Season 58799,LISBON,7,7,LISBON BRUSSELS,9,02:52,0:3,1:4,0,  3,1,  4,5.0,2,2,1,1,1,5,-1,VFL Brussels,6,2,5,20,16,4,20,BRUSSELS,9,9,LISBON BRUSSELS,7,02:52,0:3,1:4,0,  3,1,  4,5.0,2,2,1,1,1
9,0,VFL Rome,13,4,4,5,13,10,3,16,Season 58799,ROME,5,5,ROME COPENHAGEN,12,02:52,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,11,0,VFL Copenhagen,4,3,6,7,13,-6,15,COPENHAGEN,12,12,ROME COPENHAGEN,5,02:52,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
13,0,VFL Vienna,13,2,6,5,14,20,-6,12,Season 58799,VIENNA,13,13,VIENNA ANKARA,14,02:52,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,10,0,VFL Ankara,4,4,5,14,17,-3,16,ANKARA,14,14,VIENNA ANKARA,13,02:52,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
15,1,VFL Edinburgh,13,3,2,8,12,22,-10,11,Season 58799,EDINBURGH,15,15,EDINBURGH STOCKHOLM,11,02:52,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,12,-1,VFL Stockholm,4,2,7,13,26,-13,14,STOCKHOLM,11,11,EDINBURGH STOCKHOLM,15,02:52,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
16,0,VFL Bern,13,2,3,8,8,21,-13,9,Season 58799,BERN,16,16,BERN AMSTERDAM,2,02:52,0:2,0:5,0,  2,0,  5,5.0,2,2,1,1,1,2,-1,VFL Amsterdam,8,1,4,27,15,12,25,AMSTERDAM,2,2,BERN AMSTERDAM,16,02:52,0:2,0:5,0,  2,0,  5,5.0,2,2,1,1,1
2,-1,VFL Athens,14,9,1,4,20,14,6,28,Season 58799,ATHENS,10,10,ATHENS ROME,5,02:57,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,10,1,VFL Rome,4,4,6,13,11,2,16,ROME,5,5,ATHENS ROME,10,02:57,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
3,1,VFL Amsterdam,14,8,1,5,28,18,10,25,Season 58799,AMSTERDAM,2,2,AMSTERDAM LONDON,4,02:57,0:1,1:3,0,  1,1,  3,4.0,2,2,1,1,1,4,0,VFL London,7,3,4,20,16,4,24,LONDON,4,4,AMSTERDAM LONDON,2,02:57,0:1,1:3,0,  1,1,  3,4.0,2,2,1,1,1
5,-1,VFL Oslo,14,5,6,3,25,21,4,21,Season 58799,OSLO,6,6,OSLO VIENNA,13,02:57,3:0,5:0,3,  0,5,  0,5.0,1,1,1,1,1,14,1,VFL Vienna,2,6,6,14,25,-11,12,VIENNA,13,13,OSLO VIENNA,6,02:57,3:0,5:0,3,  0,5,  0,5.0,1,1,1,1,1
6,1,VFL Brussels,14,6,3,5,20,16,4,21,Season 58799,BRUSSELS,9,9,BRUSSELS MADRID,1,02:57,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,1,0,VFL Madrid,13,1,0,35,6,29,40,MADRID,1,1,BRUSSELS MADRID,9,02:57,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
9,-1,VFL Ankara,14,5,4,5,16,17,-1,19,Season 58799,ANKARA,14,14,ANKARA EDINBURGH,15,02:57,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,15,0,VFL Edinburgh,3,2,9,12,24,-12,11,EDINBURGH,15,15,ANKARA EDINBURGH,14,02:57,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
11,0,VFL Copenhagen,14,4,4,6,7,13,-6,16,Season 58799,COPENHAGEN,12,12,COPENHAGEN LISBON,7,02:57,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,8,1,VFL Lisbon,5,4,5,19,14,5,19,LISBON,7,7,COPENHAGEN LISBON,12,02:57,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
12,-1,VFL Paris,14,5,0,9,14,22,-8,15,Season 58799,PARIS,8,8,PARIS BERN,16,02:57,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,16,0,VFL Bern,2,3,9,8,23,-15,9,BERN,16,16,PARIS BERN,8,02:57,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
13,1,VFL Stockholm,14,4,3,7,15,28,-13,15,Season 58799,STOCKHOLM,11,11,STOCKHOLM BERLIN,3,02:57,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1,7,1,VFL Berlin,6,3,5,21,19,2,21,BERLIN,3,3,STOCKHOLM BERLIN,11,02:57,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1
1,0,VFL Madrid,15,13,1,1,35,8,27,40,Season 58799,MADRID,1,1,MADRID LISBON,7,03:01,0:0,0:2,0,  0,0,  2,2.0,0,2,1,0,0,6,-1,VFL Lisbon,6,4,5,21,14,7,22,LISBON,7,7,MADRID LISBON,1,03:01,0:0,0:2,0,  0,0,  2,2.0,0,2,1,0,0
2,0,VFL Athens,15,9,1,5,20,15,5,28,Season 58799,ATHENS,10,10,ATHENS COPENHAGEN,12,03:01,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,11,0,VFL Copenhagen,5,4,6,8,13,-5,19,COPENHAGEN,12,12,ATHENS COPENHAGEN,10,03:01,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
4,0,VFL London,15,7,4,4,20,16,4,25,Season 58799,LONDON,4,4,LONDON PARIS,8,03:01,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,12,0,VFL Paris,5,1,9,14,22,-8,16,PARIS,8,8,LONDON PARIS,4,03:01,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
5,-1,VFL Berlin,15,7,3,5,24,19,5,24,Season 58799,BERLIN,3,3,BERLIN ANKARA,14,03:01,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0,10,1,VFL Ankara,5,4,6,16,20,-4,19,ANKARA,14,14,BERLIN ANKARA,3,03:01,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0
9,-1,VFL Rome,15,5,4,6,14,11,3,19,Season 58799,ROME,5,5,ROME AMSTERDAM,2,03:01,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,3,0,VFL Amsterdam,8,1,6,28,19,9,25,AMSTERDAM,2,2,ROME AMSTERDAM,5,03:01,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
13,-1,VFL Vienna,15,3,6,6,15,25,-10,15,Season 58799,VIENNA,13,13,VIENNA BRUSSELS,9,03:01,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,8,1,VFL Brussels,6,3,6,20,17,3,21,BRUSSELS,9,9,VIENNA BRUSSELS,13,03:01,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
15,0,VFL Edinburgh,15,4,2,9,14,25,-11,14,Season 58799,EDINBURGH,15,15,EDINBURGH OSLO,6,03:01,2:0,2:1,2,  0,2,  1,3.0,1,1,1,1,0,7,1,VFL Oslo,5,6,4,26,23,3,21,OSLO,6,6,EDINBURGH OSLO,15,03:01,2:0,2:1,2,  0,2,  1,3.0,1,1,1,1,0
16,0,VFL Bern,15,3,3,9,10,23,-13,12,Season 58799,BERN,16,16,BERN STOCKHOLM,11,03:01,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0,14,1,VFL Stockholm,4,3,8,15,30,-15,15,STOCKHOLM,11,11,BERN STOCKHOLM,16,03:01,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0
3,1,VFL Athens,16,9,1,6,20,16,4,28,Season 58799,ATHENS,10,10,ATHENS AMSTERDAM,2,03:06,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,2,-1,VFL Amsterdam,9,1,6,29,19,10,28,AMSTERDAM,2,2,ATHENS AMSTERDAM,10,03:06,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
4,-1,VFL Berlin,16,8,3,5,25,19,6,27,Season 58799,BERLIN,3,3,BERLIN OSLO,6,03:06,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,9,1,VFL Oslo,5,6,5,26,24,2,21,OSLO,6,6,BERLIN OSLO,3,03:06,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
5,1,VFL London,16,7,5,4,21,17,4,26,Season 58799,LONDON,4,4,LONDON STOCKHOLM,11,03:06,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,13,-1,VFL Stockholm,4,4,8,16,31,-15,16,STOCKHOLM,11,11,LONDON STOCKHOLM,4,03:06,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
8,-1,VFL Rome,16,6,4,6,18,12,6,22,Season 58799,ROME,5,5,ROME PARIS,8,03:06,3:0,4:1,3,  0,4,  1,5.0,1,1,1,1,1,12,0,VFL Paris,5,1,10,15,26,-11,16,PARIS,8,8,ROME PARIS,5,03:06,3:0,4:1,3,  0,4,  1,5.0,1,1,1,1,1
11,0,VFL Copenhagen,16,5,5,6,8,13,-5,20,Season 58799,COPENHAGEN,12,12,COPENHAGEN MADRID,1,03:06,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,1,0,VFL Madrid,13,2,1,35,8,27,41,MADRID,1,1,COPENHAGEN MADRID,12,03:06,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
